# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 16 12:01:31 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Distance to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Distance to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Distance to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Candidate to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Candidate to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Candidate to Stellar Radius Limit Flag
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radeerr1:    Candidate Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Candidate Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Candidate Radius Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_keperr:      Kepler-band Unc. [mag]
# COLUMN st_keplim:      Kepler-band Limit Flag
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_k2err:       Ks-band (2MASS) Unc. [mag]
# COLUMN st_k2lim:       Ks-band (2MASS) Limit Flag
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
46,EPIC 201324549,EPIC 201324549.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,11h24m56.62s,171.235916,-02d05m06.6s,-2.085164,2.51881781,,,0,2456820.075966,,,0,,,,,,,,,,,,,,,,,12.146,,0,10.890,0.026,0
47,EPIC 201338508,EPIC 201338508.02,K2-5 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,5.73491000,0.00061000,-0.00061000,0,2456808.864000,0.006300,-0.006300,0,20.990000,0.460000,-0.460000,0,,,,,1.920,0.230,-0.230,0,0.52,0.01,-0.01,0,14.364,,0,11.595,0.023,0
48,EPIC 201338508,EPIC 201338508.02,K2-5 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,1,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,5.73597000,0.00068000,-0.00068000,0,2456808.860200,0.005300,-0.005300,0,,,,,0.02970,0.00220,-0.00220,0,1.500,0.170,-0.170,0,0.46,0.04,-0.04,0,14.364,,0,11.595,0.023,0
49,EPIC 201338508,EPIC 201338508.01,K2-5 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,10.93406000,0.00205000,-0.00205000,0,2456814.594700,0.008000,-0.008000,0,32.270000,0.710000,-0.710000,0,,,,,1.920,0.200,-0.200,0,0.52,0.01,-0.01,0,14.364,,0,11.595,0.023,0
50,EPIC 201338508,EPIC 201338508.01,K2-5 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,1,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,10.93240000,0.00140000,-0.00140000,0,2456814.601200,0.005500,-0.005500,0,,,,,0.03240,0.00290,-0.00290,0,1.640,0.200,-0.200,0,0.46,0.04,-0.04,0,14.364,,0,11.595,0.023,0
51,EPIC 201338508,EPIC 201338508.02,K2-5 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,5.73484620,,,0,2456814.601000,,,0,,,,,0.03962,,,0,2.400,,,0,0.62,,,0,14.364,,0,11.595,0.023,0
52,EPIC 201345483,EPIC 201345483.01,K2-45 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,1,1,11h18m31.89s,169.632874,-01d46m26.9s,-1.774130,1.72926000,0.00001000,-0.00001000,0,2456809.526000,0.000000,0.000000,0,8.070000,,,0,0.14000,0.00300,-0.00200,0,10.440,0.900,-0.700,0,,,,,15.319,,0,12.756,0.033,0
53,EPIC 201345483,EPIC 201345483.01,K2-45 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h18m31.89s,169.632874,-01d46m26.9s,-1.774130,1.72925910,,,0,2456811.255000,,,0,,,,,0.13880,,,0,11.000,,,0,0.66,,,0,15.319,,0,12.756,0.033,0
54,EPIC 201345483,EPIC 201345483.01,K2-45 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h18m31.89s,169.632874,-01d46m26.9s,-1.774130,1.72926840,0.00000690,-0.00000690,0,2456809.526040,0.000180,-0.000180,0,,,,,0.13760,0.00190,-0.00190,0,6.710,0.000,0.000,0,0.45,0.07,-0.07,0,15.319,,0,12.756,0.033,0
55,EPIC 201352100,EPIC 201352100.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,10,1,12h16m08.47s,184.035294,-01d40m25.3s,-1.673686,13.38362900,0.00076000,-0.00072700,0,2457594.792040,0.001985,-0.002149,0,34.933150,3.951607,-8.962793,0,0.03231,0.00186,-0.00145,0,2.873,0.191,-0.143,0,0.82,0.03,-0.02,0,12.798,,0,10.708,0.021,0
56,EPIC 201367065,EPIC 201367065.02,K2-3 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,24.64501300,,,0,2456812.280000,,,0,,,,,0.02858,,,0,1.900,,,0,0.58,,,0,11.574,,0,8.561,0.023,0
57,EPIC 201367065,EPIC 201367065.02,K2-3 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,24.64745000,0.00152000,-0.00152000,0,2456812.275900,0.003000,-0.003000,0,55.850000,1.360000,-1.360000,0,,,,,1.560,0.100,-0.100,0,0.52,0.02,-0.02,0,11.574,,0,8.561,0.023,0
58,EPIC 201367065,EPIC 201367065.01,K2-3 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,10.05437400,,,0,2456813.418000,,,0,,,,,0.03496,,,0,2.400,,,0,0.58,,,0,11.574,,0,8.561,0.023,0
59,EPIC 201367065,EPIC 201367065.01,K2-3 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,10.05448000,0.00033000,-0.00033000,0,2456813.417700,0.001500,-0.001500,0,30.720000,0.750000,-0.750000,0,,,,,1.980,0.100,-0.100,0,0.52,0.02,-0.02,0,11.574,,0,8.561,0.023,0
60,EPIC 201367065,EPIC 201367065.02,K2-3 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,1,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,24.64350000,0.00120000,-0.00120000,0,2456812.281100,0.002400,-0.002400,0,,,,,0.02880,0.00160,-0.00160,0,1.180,0.170,-0.170,0,0.37,0.05,-0.05,0,11.574,,0,8.561,0.023,0
61,EPIC 201367065,EPIC 201367065.01,K2-3 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,10.05443000,0.00026000,-0.00026000,0,2456813.417800,0.001200,-0.001200,0,,,,,0.03510,0.00150,-0.00150,0,1.440,0.200,-0.200,0,0.37,0.05,-0.05,0,11.574,,0,8.561,0.023,0
62,EPIC 201367065,EPIC 201367065.01,K2-3 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,1,1,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,10.05176778,,,0,2456823.477669,,,0,,,,,,,,,,,,,,,,,11.574,,0,8.561,0.023,0
63,EPIC 201367065,EPIC 201367065.03,K2-3 d,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,1,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.56090000,0.00520000,-0.00520000,0,2456826.228500,0.003400,-0.003400,0,,,,,0.02350,0.00150,-0.00150,0,0.960,0.140,-0.140,0,0.37,0.05,-0.05,0,11.574,,0,8.561,0.023,0
64,EPIC 201367065,EPIC 201367065.03,K2-3 d,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.56115000,,,0,2456826.227000,,,0,,,,,0.02497,,,0,1.700,,,0,0.58,,,0,11.574,,0,8.561,0.023,0
65,EPIC 201384232,EPIC 201384232.01,K2-6 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,1,1,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,30.94459300,0.00304600,-0.00318300,0,2456827.497230,0.004413,-0.004345,0,41.559757,4.100026,-9.910001,0,0.02456,0.00149,-0.00094,0,2.312,0.167,-0.119,0,0.86,0.03,-0.03,0,12.510,,0,11.069,0.020,0
66,EPIC 201384232,EPIC 201384232.01,K2-6 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,30.94464800,,,0,2456827.497000,,,0,,,,,0.02632,,,0,3.060,,,0,0.96,,,0,12.510,,0,11.069,0.020,0
67,EPIC 201384232,EPIC 201384232.01,K2-6 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,30.93490000,0.00630000,-0.00630000,0,2456827.513000,0.011000,-0.011000,0,,,,,0.02200,0.01300,-0.01300,0,2.500,1.400,-1.400,0,1.01,0.08,-0.08,0,12.510,,0,11.069,0.020,0
68,EPIC 201384232,EPIC 201384232.01,K2-6 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,30.94191000,0.00467000,-0.00467000,0,2456827.501400,0.009000,-0.009000,0,50.270000,24.560000,-24.560000,0,,,,,2.500,0.880,-0.880,0,0.96,0.14,-0.09,0,12.510,,0,11.069,0.020,0
69,EPIC 201390048,EPIC 201390048.01,K2-162 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,1,12h24m09.28s,186.038666,-01d06m40.9s,-1.111351,9.45774700,0.00140100,-0.00139200,0,2457583.908870,0.006397,-0.005439,0,22.571341,3.793196,-7.038017,0,0.01878,0.00206,-0.00141,0,1.486,0.168,-0.119,0,0.73,0.02,-0.02,0,11.961,,0,9.898,0.024,0
70,EPIC 201393098,EPIC 201393098.01,K2-7 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,28.67992000,0.00947000,-0.00947000,0,2456824.615500,0.014900,-0.014900,0,40.290000,8.190000,-8.190000,0,,,,,2.670,0.560,-0.560,0,0.96,0.17,-0.08,0,13.054,,0,11.564,0.021,0
71,EPIC 201393098,EPIC 201393098.01,K2-7 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,1,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,28.67770000,0.00860000,-0.00860000,0,2456824.633000,0.017000,-0.017000,0,,,,,0.01770,0.00180,-0.00180,0,4.120,0.610,-0.610,0,2.13,0.22,-0.22,0,13.054,,0,11.564,0.021,0
72,EPIC 201403446,EPIC 201403446.01,K2-46 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,19.15410000,0.00410000,-0.00410000,0,2456815.335300,0.008200,-0.008200,0,,,,,0.01450,0.00100,-0.00100,0,2.050,0.240,-0.240,0,1.29,0.12,-0.12,0,11.995,,0,10.781,0.024,0
73,EPIC 201403446,EPIC 201403446.01,K2-46 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,1,1,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,19.15454000,0.00284900,-0.00276400,0,2456815.336390,0.005135,-0.005157,0,18.822359,2.066112,-4.875500,0,0.01705,0.00127,-0.00083,0,2.471,0.351,-0.303,0,1.33,0.16,-0.15,0,11.995,,0,10.781,0.024,0
74,EPIC 201403446,EPIC 201403446.01,K2-46 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,19.15344000,0.00607000,-0.00607000,0,2456815.341200,0.015200,-0.015200,0,27.050000,5.870000,-5.870000,0,,,,,2.040,0.460,-0.460,0,1.12,0.26,-0.14,0,11.995,,0,10.781,0.024,0
75,EPIC 201403446,EPIC 201403446.01,K2-46 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,19.15376500,,,0,2456815.337000,,,0,,,,,0.01692,,,0,2.650,,,0,1.32,,,0,11.995,,0,10.781,0.024,0
76,EPIC 201407812,EPIC 201407812.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,11h36m10.59s,174.044144,-00d50m26.5s,-0.840699,2.82681210,,,0,2456812.488000,,,0,,,,,0.45600,,,0,40.100,,,0,0.98,,,0,11.858,,0,10.399,0.024,0
77,EPIC 201427874,EPIC 201427874.01,K2-163 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,1,12h09m19.04s,182.329346,-00d32m20.6s,-0.539055,6.67311700,0.00031600,-0.00030300,0,2457582.848380,0.001902,-0.001909,0,15.663288,2.063375,-4.353762,0,0.02966,0.00301,-0.00140,0,2.466,0.257,-0.124,0,0.76,0.02,-0.01,0,12.819,,0,10.627,0.024,0
78,EPIC 201437844,EPIC 201437844.01,HD 106315 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,1,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,9.55451500,0.00125600,-0.00136800,0,2457586.543400,0.004397,-0.004396,0,18.295501,2.469815,-6.785653,0,0.01677,0.00101,-0.00067,0,2.329,0.348,-0.256,0,1.27,0.17,-0.13,0,9.234,,0,7.853,0.020,0
79,EPIC 201437844,EPIC 201437844.02,HD 106315 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,1,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,21.05750400,0.00217000,-0.00199100,0,2457590.074540,0.003308,-0.003454,0,32.967845,3.060265,-7.159717,0,0.03091,0.00099,-0.00078,0,4.294,0.604,-0.453,0,1.27,0.17,-0.13,0,9.234,,0,7.853,0.020,0
80,EPIC 201441872,EPIC 201441872.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,1,1,11h34m24.10s,173.600418,-00d20m04.5s,-0.334585,4.44125800,0.00087800,-0.00094200,0,2456812.871290,0.006730,-0.007226,0,10.962068,3.129384,-7.764589,0,0.01236,0.00927,-0.00134,0,1.124,0.846,-0.129,0,0.83,0.05,-0.03,0,12.088,,0,10.484,0.052,0
81,EPIC 201441872,EPIC 201441872.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,11h34m24.10s,173.600418,-00d20m04.5s,-0.334585,4.44164210,,,0,2456812.872000,,,0,,,,,0.01089,,,0,1.170,,,0,0.90,,,0,12.088,,0,10.484,0.052,0
82,EPIC 201445392,EPIC 201445392.01,K2-8 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,10.35326300,,,0,2456813.610000,,,0,,,,,0.03636,,,0,3.090,,,0,0.73,,,0,14.384,,0,12.245,0.030,0
83,EPIC 201445392,EPIC 201445392.01,K2-8 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,1,1,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,10.35848367,,,0,2456813.595802,,,0,,,,,,,,,,,,,,,,,14.384,,0,12.245,0.030,0
84,EPIC 201445392,EPIC 201445392.01,K2-8 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,10.35350000,0.00150000,-0.00150000,0,2456813.608700,0.006000,-0.006000,0,,,,,0.03770,0.00480,-0.00480,0,3.320,0.500,-0.500,0,0.80,0.06,-0.06,0,14.384,,0,12.245,0.030,0
85,EPIC 201445392,EPIC 201445392.02,K2-8 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,5.06390640,,,0,2456813.071000,,,0,,,,,0.02909,,,0,2.460,,,0,0.73,,,0,14.384,,0,12.245,0.030,0
86,EPIC 201445392,EPIC 201445392.02,K2-8 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,1,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,5.06408000,0.00093000,-0.00093000,0,2456813.072300,0.007000,-0.007000,0,,,,,0.02790,0.00340,-0.00340,0,2.440,0.350,-0.350,0,0.80,0.06,-0.06,0,14.384,,0,12.245,0.030,0
87,EPIC 201445392,EPIC 201445392.01,K2-8 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,10.35176000,0.00133000,-0.00133000,0,2456813.611900,0.005300,-0.005300,0,24.940000,0.790000,-0.790000,0,,,,,2.970,0.510,-0.510,0,0.74,0.02,-0.03,0,14.384,,0,12.245,0.030,0
88,EPIC 201445392,EPIC 201445392.02,K2-8 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,5.06468000,0.00063000,-0.00063000,0,2456813.066300,0.007100,-0.007100,0,15.490000,0.490000,-0.490000,0,,,,,2.310,0.330,-0.330,0,0.74,0.02,-0.03,0,14.384,,0,12.245,0.030,0
89,EPIC 201460826,EPIC 201460826.01,K2-164 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h27m44.08s,171.933670,-00d03m46.2s,-0.062840,17.35568100,,,0,2456816.737000,,,0,,,,,0.01418,,,0,1.810,,,0,1.06,,,0,11.130,,0,9.775,0.019,0
90,EPIC 201460826,EPIC 201460826.01,K2-164 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,1,1,11h27m44.08s,171.933670,-00d03m46.2s,-0.062840,17.35506600,0.00409700,-0.00380800,0,2456816.736960,0.008382,-0.009107,0,13.912102,2.329752,-5.395892,0,0.01357,0.00097,-0.00074,0,3.249,0.515,-0.413,0,2.20,0.31,-0.25,0,11.130,,0,9.775,0.019,0
91,EPIC 201465501,EPIC 201465501.01,K2-9 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,18.44865300,,,0,2456822.671000,,,0,,,,,0.05692,,,0,3.330,,,0,0.52,,,0,14.957,,0,11.495,0.023,0
92,EPIC 201465501,EPIC 201465501.01,K2-9 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,1,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,18.44740000,0.00150000,-0.00150000,0,2456822.674400,0.002800,-0.002800,0,,,,,0.11000,0.28000,-0.28000,0,5.600,4.500,-4.500,0,0.47,0.07,-0.07,0,14.957,,0,11.495,0.023,0
93,EPIC 201465501,EPIC 201465501.01,K2-9 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,18.44883000,0.00137000,-0.00137000,0,2456822.672300,0.003000,-0.003000,0,74.760000,6.660000,-6.660000,0,,,,,1.600,0.420,-0.420,0,0.25,0.04,-0.03,0,14.957,,0,11.495,0.023,0
94,EPIC 201488365,EPIC 201488365.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,11h12m45.10s,168.187897,+00d20m52.8s,0.348009,3.36431150,,,0,2456812.224000,,,0,,,,,0.62480,,,0,85.600,,,0,1.32,,,0,8.814,,0,7.211,0.022,0
95,EPIC 201497682,EPIC 201497682.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,11h15m44.79s,168.936646,+00d29m17.2s,0.488114,7.79915860,,,0,2456814.271000,,,0,,,,,0.01829,,,0,1.570,,,0,0.70,,,0,13.740,,0,11.438,0.026,0
96,EPIC 201497682,EPIC 201497682.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,11h15m44.79s,168.936646,+00d29m17.2s,0.488114,13.83781400,,,0,2456820.957000,,,0,,,,,0.02306,,,0,1.960,,,0,0.70,,,0,13.740,,0,11.438,0.026,0
